Order No, Order Time, Order Type, Order Taken By, Customer Name, Customer Number, Item name, Quantity, Item Type, Price, Item Tax, Item discount
9223,01-Feb-2025 10:25 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9224,01-Feb-2025 10:35 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
9224,01-Feb-2025 10:35 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
9225,01-Feb-2025 10:37 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9225,01-Feb-2025 10:37 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
9225,01-Feb-2025 10:37 PM,Walk-In,Cashier,,,Meliha Organic Milk,2.0,Regular Item,8.0,0.0,""
9225,01-Feb-2025 10:37 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9225,01-Feb-2025 10:37 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9226,01-Feb-2025 11:01 PM,Walk-In,Cashier,,,Meliha Organic Milk,5.0,Regular Item,8.0,0.0,""
9227,01-Feb-2025 11:53 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9228,01-Feb-2025 11:57 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
9228,01-Feb-2025 11:57 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
9229,02-Feb-2025 06:55 AM,Walk-In,Cashier,,,Open Drawer (ADD REASON),1.0,Regular Item,0.0,0.0,""
9230,02-Feb-2025 07:52 AM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9230,02-Feb-2025 07:52 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9231,02-Feb-2025 08:01 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9232,02-Feb-2025 08:02 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,Oatly Milk,2.0,Modifier,5.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9233,02-Feb-2025 08:43 AM,Walk-In,Cashier,,,6oz,2.0,Regular Item,24.0,0.0,""
9234,02-Feb-2025 08:47 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9234,02-Feb-2025 08:47 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9235,02-Feb-2025 10:12 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9235,02-Feb-2025 10:12 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9236,02-Feb-2025 11:08 AM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9236,02-Feb-2025 11:08 AM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9237,02-Feb-2025 11:37 AM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9238,02-Feb-2025 11:56 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9238,02-Feb-2025 11:56 AM,Walk-In,Cashier,,,Meliha Organic Milk,1.0,Regular Item,9.0,0.0,""
9239,02-Feb-2025 11:56 AM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9239,02-Feb-2025 11:56 AM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9240,02-Feb-2025 12:11 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9241,02-Feb-2025 12:20 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9241,02-Feb-2025 12:20 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9242,02-Feb-2025 12:23 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9242,02-Feb-2025 12:23 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9243,02-Feb-2025 12:31 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
9243,02-Feb-2025 12:31 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9243,02-Feb-2025 12:31 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9244,02-Feb-2025 12:43 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9244,02-Feb-2025 12:43 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9245,02-Feb-2025 01:18 PM,Walk-In,Cashier,,,Meliha Organic Milk,1.0,Regular Item,9.0,0.0,""
9245,02-Feb-2025 01:18 PM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
9246,02-Feb-2025 01:37 PM,Walk-In,Cashier,,,Zaatar,1.0,Regular Item,14.0,0.0,""
9246,02-Feb-2025 01:37 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9247,02-Feb-2025 02:25 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9248,02-Feb-2025 02:29 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9248,02-Feb-2025 02:29 PM,Walk-In,Cashier,,,Meliha Organic Milk,1.0,Regular Item,9.0,0.0,""
9249,02-Feb-2025 02:34 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9249,02-Feb-2025 02:34 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9249,02-Feb-2025 02:34 PM,Walk-In,Cashier,,,Plain,1.0,Regular Item,12.0,0.0,""
9250,02-Feb-2025 03:29 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9251,02-Feb-2025 04:09 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9251,02-Feb-2025 04:09 PM,Walk-In,Cashier,,,Plain,1.0,Regular Item,12.0,0.0,""
9251,02-Feb-2025 04:09 PM,Walk-In,Cashier,,,Choco Strawberry,2.0,Regular Item,35.0,0.0,""
9252,02-Feb-2025 05:00 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
9252,02-Feb-2025 05:00 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9253,02-Feb-2025 05:04 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9253,02-Feb-2025 05:04 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9254,02-Feb-2025 05:10 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9254,02-Feb-2025 05:10 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9254,02-Feb-2025 05:10 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
9254,02-Feb-2025 05:10 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
9254,02-Feb-2025 05:10 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9255,02-Feb-2025 05:11 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9255,02-Feb-2025 05:11 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9256,02-Feb-2025 05:15 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9256,02-Feb-2025 05:15 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9257,02-Feb-2025 05:33 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9257,02-Feb-2025 05:33 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9258,02-Feb-2025 05:49 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9259,02-Feb-2025 06:34 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9260,02-Feb-2025 06:42 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9261,02-Feb-2025 07:00 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9261,02-Feb-2025 07:00 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9262,02-Feb-2025 07:23 PM,Walk-In,Cashier,,,Etheopian,10.0,Modifier,0.0,0.0,""
9262,02-Feb-2025 07:23 PM,Walk-In,Cashier,,,8oz,10.0,Regular Item,25.0,0.0,""
9262,02-Feb-2025 07:23 PM,Walk-In,Cashier,,,Cheese Danish,3.0,Regular Item,21.0,0.0,""
9262,02-Feb-2025 07:23 PM,Walk-In,Cashier,,,Cheese,3.0,Regular Item,16.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9263,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Chocolate,1.0,Regular Item,7.0,0.0,""
9264,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9264,02-Feb-2025 07:28 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9265,02-Feb-2025 07:36 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9265,02-Feb-2025 07:36 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9265,02-Feb-2025 07:36 PM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
9266,02-Feb-2025 07:43 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9267,02-Feb-2025 07:58 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9267,02-Feb-2025 07:58 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9267,02-Feb-2025 07:58 PM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
9267,02-Feb-2025 07:58 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9268,02-Feb-2025 07:59 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9268,02-Feb-2025 07:59 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9268,02-Feb-2025 07:59 PM,Walk-In,Cashier,,,Sparkling Water,1.0,Regular Item,12.0,0.0,""
9269,02-Feb-2025 08:05 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9269,02-Feb-2025 08:05 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9270,02-Feb-2025 08:08 PM,Walk-In,Cashier,,,Drip,1.0,Regular Item,30.0,0.0,""
9270,02-Feb-2025 08:08 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
9271,02-Feb-2025 08:45 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9271,02-Feb-2025 08:45 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9271,02-Feb-2025 08:45 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9272,02-Feb-2025 09:36 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9272,02-Feb-2025 09:36 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9272,02-Feb-2025 09:36 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9272,02-Feb-2025 09:36 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9272,02-Feb-2025 09:36 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9273,02-Feb-2025 10:31 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
9274,03-Feb-2025 07:37 AM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
9275,03-Feb-2025 08:21 AM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9275,03-Feb-2025 08:21 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9276,03-Feb-2025 08:33 AM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
9276,03-Feb-2025 08:33 AM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9277,03-Feb-2025 08:33 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9277,03-Feb-2025 08:33 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9278,03-Feb-2025 08:57 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9278,03-Feb-2025 08:57 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9279,03-Feb-2025 09:19 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9280,03-Feb-2025 10:01 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9280,03-Feb-2025 10:01 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9281,03-Feb-2025 10:02 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9282,03-Feb-2025 10:04 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9282,03-Feb-2025 10:04 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9282,03-Feb-2025 10:04 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9282,03-Feb-2025 10:04 AM,Walk-In,Cashier,,,Lactose Free Milk,1.0,Modifier,5.0,0.0,""
9282,03-Feb-2025 10:04 AM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9283,03-Feb-2025 10:05 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9283,03-Feb-2025 10:05 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9284,03-Feb-2025 10:08 AM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9285,03-Feb-2025 10:09 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9285,03-Feb-2025 10:09 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9286,03-Feb-2025 10:21 AM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
9287,03-Feb-2025 10:24 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9287,03-Feb-2025 10:24 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9288,03-Feb-2025 10:42 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9288,03-Feb-2025 10:42 AM,Walk-In,Cashier,,,Granola,1.0,Regular Item,5.0,0.0,""
9288,03-Feb-2025 10:42 AM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9288,03-Feb-2025 10:42 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9289,03-Feb-2025 10:47 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9289,03-Feb-2025 10:47 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9289,03-Feb-2025 10:47 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9290,03-Feb-2025 10:58 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9290,03-Feb-2025 10:58 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9290,03-Feb-2025 10:58 AM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
9291,03-Feb-2025 11:10 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9291,03-Feb-2025 11:10 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9291,03-Feb-2025 11:10 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9291,03-Feb-2025 11:10 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9292,03-Feb-2025 11:10 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9293,03-Feb-2025 11:32 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9293,03-Feb-2025 11:32 AM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
9294,03-Feb-2025 11:33 AM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
9295,03-Feb-2025 11:36 AM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
9295,03-Feb-2025 11:36 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9295,03-Feb-2025 11:36 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9295,03-Feb-2025 11:36 AM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9296,03-Feb-2025 11:38 AM,Walk-In,Cashier,,,Coconut Milk,2.0,Modifier,5.0,0.0,""
9296,03-Feb-2025 11:38 AM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
9296,03-Feb-2025 11:38 AM,Walk-In,Cashier,,,8oz,2.0,Regular Item,25.0,0.0,""
9297,03-Feb-2025 11:42 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9297,03-Feb-2025 11:42 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9297,03-Feb-2025 11:42 AM,Walk-In,Cashier,,,Signature Hot,1.0,Regular Item,32.0,0.0,""
9297,03-Feb-2025 11:42 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9298,03-Feb-2025 11:44 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9298,03-Feb-2025 11:44 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9298,03-Feb-2025 11:44 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9298,03-Feb-2025 11:44 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9299,03-Feb-2025 11:50 AM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9299,03-Feb-2025 11:50 AM,Walk-In,Cashier,,,6oz,2.0,Regular Item,24.0,0.0,""
9299,03-Feb-2025 11:50 AM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
9300,03-Feb-2025 12:03 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9301,03-Feb-2025 12:10 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9301,03-Feb-2025 12:10 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9302,03-Feb-2025 12:12 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9303,03-Feb-2025 12:19 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9304,03-Feb-2025 12:20 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9304,03-Feb-2025 12:20 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9304,03-Feb-2025 12:20 PM,Walk-In,Cashier,,,Sparkling Water,1.0,Regular Item,12.0,0.0,""
9305,03-Feb-2025 12:20 PM,Walk-In,Cashier,,,Chocolate,1.0,Regular Item,18.0,0.0,""
9306,03-Feb-2025 12:36 PM,Walk-In,Cashier,,,Affogato,1.0,Regular Item,25.0,0.0,""
9307,03-Feb-2025 12:46 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9308,03-Feb-2025 12:57 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9308,03-Feb-2025 12:57 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9309,03-Feb-2025 01:05 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,2.0,Regular Item,31.0,0.0,""
9309,03-Feb-2025 01:05 PM,Walk-In,Cashier,,,4oz,2.0,Regular Item,23.0,0.0,""
9309,03-Feb-2025 01:05 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9310,03-Feb-2025 01:07 PM,Walk-In,Cashier,,,Smoothie Acai,3.0,Regular Item,35.0,0.0,""
9311,03-Feb-2025 01:09 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9311,03-Feb-2025 01:09 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9311,03-Feb-2025 01:09 PM,Walk-In,Cashier,,,Plain,1.0,Regular Item,12.0,0.0,""
9311,03-Feb-2025 01:09 PM,Walk-In,Cashier,,,Chocolate,1.0,Regular Item,7.0,0.0,""
9312,03-Feb-2025 01:12 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9312,03-Feb-2025 01:12 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9312,03-Feb-2025 01:12 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
9313,03-Feb-2025 01:31 PM,Walk-In,Cashier,,,Smoothie Acai,2.0,Regular Item,35.0,0.0,""
9314,03-Feb-2025 02:04 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9315,03-Feb-2025 02:33 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9315,03-Feb-2025 02:33 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9316,03-Feb-2025 02:36 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
9316,03-Feb-2025 02:36 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9317,03-Feb-2025 02:37 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9317,03-Feb-2025 02:37 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9317,03-Feb-2025 02:37 PM,Walk-In,Cashier,,,Zaatar,1.0,Regular Item,14.0,0.0,""
9318,03-Feb-2025 02:42 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9318,03-Feb-2025 02:42 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9318,03-Feb-2025 02:42 PM,Walk-In,Cashier,,,Lactose Free Milk,1.0,Modifier,5.0,0.0,""
9319,03-Feb-2025 02:43 PM,Walk-In,Cashier,,,Smoothie Acai,2.0,Regular Item,35.0,0.0,""
9320,03-Feb-2025 02:43 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9320,03-Feb-2025 02:43 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
9320,03-Feb-2025 02:43 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
9321,03-Feb-2025 03:25 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
9321,03-Feb-2025 03:25 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
9322,03-Feb-2025 03:25 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9323,03-Feb-2025 03:37 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
9324,03-Feb-2025 03:45 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
9325,03-Feb-2025 03:48 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
9326,03-Feb-2025 03:54 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9326,03-Feb-2025 03:54 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9326,03-Feb-2025 03:54 PM,Walk-In,Cashier,,,Oatly Milk,1.0,Modifier,5.0,0.0,""
9327,03-Feb-2025 03:55 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
9327,03-Feb-2025 03:55 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9328,03-Feb-2025 04:11 PM,Walk-In,Cashier,,,Plain,1.0,Regular Item,12.0,0.0,""
9329,03-Feb-2025 04:21 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
9330,03-Feb-2025 04:33 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
9331,03-Feb-2025 04:34 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
9331,03-Feb-2025 04:34 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
9332,03-Feb-2025 04:36 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
